,discount,price,no of items,location,segment,sub-class,delivery type,profit
1896,0.2,8.128,2,East,Consumer,shorts,Second Class,1.4224
1897,0.2,36.288000000000004,7,East,Consumer,phone,Second Class,12.7008
1898,0.3,909.72,6,East,Consumer,tshirts,Second Class,-51.983999999999995
1899,0.3,674.058,3,Central,Corporate,tshirts,Second Class,-19.2588
1900,0.0,271.9,2,East,Consumer,colddrinks,First Class,78.851
1901,0.0,45.84,3,East,Consumer,shorts,First Class,15.5856
1902,0.0,9.82,2,East,Consumer,shorts,First Class,3.2406
1903,0.0,119.96,4,East,Consumer,chocolates,First Class,52.7824
1904,0.2,883.92,5,East,Consumer,pants,First Class,-110.49
1905,0.2,46.72,8,East,Consumer,headset,First Class,15.767999999999999
1906,0.6,58.36,5,Central,Corporate,shorts,Standard Class,-24.803
1907,0.2,1113.024,8,West,Corporate,television,Standard Class,111.3024
1908,0.0,129.98,2,East,Corporate,colddrinks,Standard Class,62.3904
1909,0.0,25.92,4,Central,Corporate,phone,Second Class,12.4416
1910,0.0,479.96,4,Central,Consumer,colddrinks,Standard Class,134.3888
1911,0.0,15.24,3,South,Corporate,phone,Standard Class,7.1628
1912,0.0,5.95,1,South,Corporate,chocolates,Standard Class,0.833
1913,0.2,24.816,2,Central,Corporate,laptop,Second Class,1.8612
1914,0.0,15.66,6,East,Corporate,tablet,Standard Class,7.2036
1915,0.0,146.82,3,East,Corporate,phone,Standard Class,73.41
1916,0.0,60.72,3,East,Corporate,shorts,Standard Class,23.6808
1917,0.8,2.394,1,Central,Consumer,battery,First Class,-6.3441
1918,0.2,119.8,5,East,Corporate,chocolates,Standard Class,29.95
1919,0.6,39.96,5,Central,Corporate,shorts,Standard Class,-23.976
1920,0.2,16.464000000000002,7,Central,Corporate,television,Standard Class,1.4406
1921,0.0,239.84,8,East,Corporate,tshirts,Standard Class,64.7568
1922,0.2,10.368,2,West,Consumer,phone,Standard Class,3.6288
1923,0.0,1261.33,7,West,Corporate,laptop,First Class,327.9458
1924,0.0,45.68,2,West,Consumer,phone,Second Class,21.0128
1925,0.0,395.0,5,West,Home Office,chocolates,First Class,39.5
1926,0.2,241.56799999999998,2,West,Home Office,tshirts,First Class,18.1176
1927,0.2,39.071999999999996,3,West,Consumer,laptop,Standard Class,2.9304
1928,0.7,1.167,1,South,Corporate,headset,Standard Class,-0.8558
1929,0.3,445.80199999999996,7,East,Corporate,tshirts,Second Class,-108.2662
1930,0.6,8.544,2,Central,Corporate,shorts,Standard Class,-7.476
1931,0.2,627.168,4,West,Home Office,colddrinks,First Class,70.5564
1932,0.0,6.16,2,West,Consumer,shorts,Second Class,1.9712
1933,0.2,40.68,3,Central,Consumer,colddrinks,First Class,-9.152999999999999
1934,0.8,9.264,3,Central,Corporate,headset,First Class,-13.895999999999999
1935,0.0,6999.96,4,East,Consumer,sweets,Standard Class,2239.9872
1936,0.2,263.96,1,East,Consumer,chocolates,Standard Class,42.8935
1937,0.4,136.53,1,East,Consumer,hoodies,Standard Class,-52.3365
1938,0.2,2.6239999999999997,1,East,Consumer,television,Standard Class,0.2952
1939,0.3,763.28,5,Central,Consumer,tshirts,First Class,-21.808000000000003
1940,0.2,186.304,4,South,Consumer,tshirts,Standard Class,13.9728
1941,0.2,1013.832,9,South,Corporate,tshirts,Second Class,101.3832
1942,0.2,36.288000000000004,7,Central,Consumer,phone,Standard Class,12.7008
1943,0.0,1819.86,14,South,Consumer,tshirts,Second Class,163.7874
1944,0.0,7.27,1,South,Consumer,charger,Second Class,1.9629
1945,0.0,152.76,6,South,Consumer,headset,Second Class,74.8524
1946,0.2,247.8,5,South,Consumer,chocolates,Standard Class,-18.585
1947,0.7,4.812,2,South,Consumer,headset,Standard Class,-3.6892
1948,0.7,5.484,4,East,Consumer,headset,Standard Class,-4.0216
1949,0.2,1.984,2,South,Corporate,lighting,Second Class,0.6696
1950,0.0,40.05,3,South,Consumer,television,Second Class,11.214
1951,0.2,319.968,4,Central,Consumer,chocolates,Second Class,95.9904
1952,0.0,29.46,6,South,Consumer,shorts,Second Class,9.7218
1953,0.0,99.98,2,South,Consumer,chocolates,Second Class,7.9984
1954,0.2,1403.92,5,West,Corporate,tshirts,Standard Class,70.196
1955,0.0,114.2,5,Central,Corporate,phone,Standard Class,52.532
1956,0.6,56.568000000000005,2,Central,Consumer,shorts,Standard Class,-74.9526
1957,0.6,8.624,7,Central,Consumer,shorts,Second Class,-2.5872
1958,0.2,35.016,3,Central,Consumer,chocolates,Standard Class,-2.1885
1959,0.0,44.46,2,West,Home Office,shorts,First Class,14.6718
1960,0.8,5.104,4,Central,Consumer,headset,Standard Class,-8.6768
1961,0.2,603.92,5,West,Consumer,tshirts,Second Class,45.294
1962,0.0,39.88,2,West,Corporate,shorts,Standard Class,11.1664
1963,0.2,2.8960000000000004,2,Central,Consumer,lighting,Standard Class,0.4706
1964,0.0,34.68,6,West,Corporate,phone,Standard Class,16.9932
1965,0.2,100.704,6,West,Corporate,laptop,Standard Class,-1.2588
1966,0.2,10.687999999999999,2,Central,Corporate,phone,First Class,3.7408
1967,0.2,237.09599999999998,3,Central,Corporate,laptop,First Class,20.7459
1968,0.2,8.448,2,Central,Corporate,phone,Standard Class,2.9568
1969,0.8,20.387999999999998,2,Central,Corporate,battery,Standard Class,-53.0088
1970,0.2,30.671999999999997,3,East,Consumer,watch,Standard Class,9.585
1971,0.4,1079.976,4,East,Consumer,fastfood,Standard Class,125.9972
1972,0.0,11.36,2,East,Consumer,phone,Standard Class,5.2256
1973,0.2,106.344,7,East,Consumer,headset,Standard Class,37.2204
1974,0.2,338.352,3,West,Corporate,tshirts,Standard Class,4.2294
1975,0.0,25.92,4,West,Corporate,phone,Standard Class,12.4416
1976,0.0,79.44,3,West,Corporate,shorts,Standard Class,28.5984
1977,0.2,764.688,6,West,Consumer,hoodies,Second Class,95.586
1978,0.0,91.36,4,West,Corporate,phone,Standard Class,42.0256
1979,0.0,12.39,3,South,Corporate,headset,Second Class,5.8233
1980,0.2,87.96,3,West,Corporate,shorts,Standard Class,7.6965
1981,0.6,94.428,3,Central,Corporate,shorts,Standard Class,-42.4926
1982,0.2,2.92,1,Central,Consumer,charger,Second Class,0.365
1983,0.0,90.24,6,West,Consumer,phone,Second Class,41.5104
1984,0.2,23.471999999999998,3,South,Consumer,watch,Standard Class,7.6284
1985,0.7,5.2139999999999995,2,West,Corporate,headset,Standard Class,-4.1712
1986,0.0,8.94,3,West,Consumer,laptop,Second Class,0.6258
1987,0.0,12.54,3,West,Consumer,shorts,Second Class,4.5144
1988,0.8,210.392,2,Central,Corporate,headset,Same Day,-336.6272
1989,0.0,43.31,1,West,Consumer,shorts,Standard Class,4.331
1990,0.15,254.9745,3,West,Consumer,pants,Second Class,11.9988
1991,0.0,9.24,3,West,Consumer,shorts,Second Class,4.4352
1992,0.2,3610.848,12,West,Consumer,hoodies,Second Class,135.4068
1993,0.3,102.43799999999999,1,Central,Consumer,hoodies,Standard Class,-13.1706
1994,0.2,88.96,8,South,Consumer,charger,Standard Class,10.008
1995,0.0,6.68,2,East,Corporate,television,Standard Class,2.004
1996,0.6,254.74400000000003,7,Central,Home Office,shorts,Standard Class,-312.0614
1997,0.0,9.82,2,South,Corporate,tablet,Second Class,4.8118
1998,0.2,70.008,3,West,Consumer,headset,Standard Class,24.5028
1999,0.0,77.6,4,West,Consumer,shorts,Standard Class,38.024
2000,0.4,107.118,3,East,Corporate,colddrinks,Standard Class,-21.4236
2001,0.2,10.384,2,East,Corporate,chocolates,Standard Class,2.2066
2002,0.3,199.304,4,Central,Consumer,tshirts,Standard Class,-8.5416
2003,0.4,26.375999999999998,4,East,Corporate,colddrinks,Standard Class,2.6376
2004,0.0,464.85,9,West,Consumer,shorts,Standard Class,92.97
2005,0.0,29.04,3,West,Home Office,phone,Standard Class,13.9392
2006,0.4,4297.644,13,South,Consumer,hoodies,Second Class,-1862.3124
2007,0.2,13.12,5,South,Home Office,television,Standard Class,2.1319999999999997
2008,0.0,182.72,8,West,Corporate,phone,Standard Class,84.0512
2009,0.3,181.986,2,East,Consumer,tshirts,Second Class,-54.5958
2010,0.4,431.976,4,East,Consumer,colddrinks,Second Class,-100.7944
2011,0.4,155.37,1,East,Consumer,colddrinks,Second Class,-36.253
2012,0.2,2803.92,5,West,Consumer,tshirts,First Class,0.0
2013,0.2,14.304,6,Central,Consumer,phone,Standard Class,5.0064
2014,0.0,227.36,7,West,Consumer,shorts,Standard Class,81.8496
2015,0.2,1919.976,3,West,Consumer,sweets,Standard Class,215.9973
2016,0.0,12.96,2,Central,Consumer,phone,Second Class,6.2208
2017,0.0,53.34,3,Central,Consumer,shorts,Second Class,16.5354
2018,0.0,32.96,2,Central,Consumer,headset,Second Class,16.1504
2019,0.4,235.188,2,East,Corporate,colddrinks,Standard Class,-43.1178
2020,0.0,14.62,2,West,Home Office,tablet,Standard Class,6.8714
2021,0.2,10.368,2,East,Corporate,television,Standard Class,1.5552
2022,0.0,42.76,2,South,Consumer,television,Standard Class,11.1176
2023,0.4,1018.1039999999999,4,East,Consumer,hoodies,Standard Class,-373.3048
2024,0.0,465.18,3,East,Corporate,laptop,Standard Class,120.9468
2025,0.2,23.68,2,East,Corporate,tablet,Standard Class,8.88
2026,0.5,452.45,5,East,Corporate,pants,Standard Class,-244.32299999999998
2027,0.4,62.982,3,East,Corporate,colddrinks,Standard Class,-14.6958
2028,0.7,1188.0,9,East,Corporate,sweets,Standard Class,-950.4
2029,0.2,89.584,2,East,Corporate,chocolates,Standard Class,4.4792
2030,0.0,85.52,2,East,Corporate,laptop,Second Class,22.2352
2031,0.0,9.84,3,East,Corporate,television,Second Class,2.6568
2032,0.2,10.368,2,Central,Corporate,phone,Standard Class,3.6288
2033,0.2,398.4,5,Central,Consumer,chocolates,Second Class,84.66
2034,0.2,7.056,3,Central,Consumer,television,Second Class,0.7938
2035,0.32,1352.3976,9,Central,Consumer,pants,Second Class,-437.5404
2036,0.0,32.34,3,Central,Corporate,headset,Standard Class,15.5232
2037,0.0,20.04,3,East,Corporate,phone,Second Class,9.6192
2038,0.0,192.22,14,South,Corporate,shorts,Standard Class,69.1992
2039,0.0,39.9,5,Central,Corporate,phone,Standard Class,19.95
2040,0.0,51.55,5,South,Consumer,phone,Standard Class,24.2285
2041,0.0,163.44,3,South,Consumer,battery,Standard Class,45.7632
2042,0.0,106.32,3,South,Consumer,phone,Standard Class,49.9704
2043,0.7,1.9380000000000002,2,West,Corporate,headset,Standard Class,-1.3566
2044,0.2,56.16,6,West,Home Office,headset,Standard Class,17.55
2045,0.2,29.6,5,West,Corporate,phone,Standard Class,9.25
2046,0.2,13.168,2,East,Corporate,headset,Standard Class,4.6088
2047,0.0,17.48,2,East,Corporate,watch,Standard Class,8.2156
2048,0.0,59.52,3,East,Corporate,television,Standard Class,15.4752
2049,0.2,61.583999999999996,1,West,Home Office,tshirts,Standard Class,-6.9282
2050,0.0,87.36,6,West,Home Office,battery,Standard Class,23.5872
2051,0.0,35.88,6,East,Corporate,phone,Standard Class,16.146
2052,0.0,9.24,3,West,Corporate,tablet,Standard Class,4.4352
2053,0.0,87.71,7,West,Consumer,tablet,Standard Class,41.2237
2054,0.0,36.84,3,West,Consumer,phone,Standard Class,17.3148
2055,0.0,19.44,3,West,Consumer,phone,Second Class,9.3312
2056,0.0,699.98,2,Central,Corporate,colddrinks,Standard Class,195.9944
2057,0.2,11.52,5,West,Consumer,headset,Second Class,4.176
2058,0.2,41.72,5,West,Consumer,headset,Second Class,13.0375
2059,0.0,13.36,2,West,Consumer,phone,Second Class,6.4128
2060,0.0,139.95,5,Central,Corporate,chocolates,Standard Class,26.5905
2061,0.0,134.97,3,Central,Corporate,colddrinks,Standard Class,64.7856
2062,0.0,61.06,2,West,Consumer,tablet,Standard Class,28.0876
2063,0.0,541.44,6,West,Consumer,battery,Second Class,157.0176
2064,0.2,35.544000000000004,1,West,Consumer,hoodies,Standard Class,-0.8886
2065,0.0,538.92,9,West,Consumer,chocolates,Second Class,80.83800000000001
2066,0.0,286.79,7,East,Consumer,television,Second Class,74.5654
2067,0.0,49.12,4,West,Consumer,phone,Second Class,23.0864
2068,0.0,2541.98,2,East,Consumer,headset,Standard Class,1270.99
2069,0.0,26.88,6,East,Home Office,battery,Standard Class,6.72
2070,0.2,10.895999999999999,2,East,Home Office,headset,Standard Class,3.8136
2071,0.0,3.15,1,East,Consumer,tablet,Standard Class,1.5119999999999998
2072,0.0,22.72,4,East,Consumer,phone,Standard Class,10.224
2073,0.7,4.419,3,East,Corporate,headset,First Class,-3.3879
2074,0.2,16.032,6,East,Corporate,television,First Class,2.2044
2075,0.0,105.98,2,East,Corporate,colddrinks,Standard Class,1.0598
2076,0.3,493.92,7,East,Corporate,hoodies,Standard Class,-28.224
2077,0.0,625.99,1,East,Consumer,colddrinks,Standard Class,187.797
2078,0.2,161.56799999999998,2,South,Consumer,tshirts,Standard Class,-28.2744
2079,0.2,389.69599999999997,8,South,Consumer,tshirts,Standard Class,43.8408
2080,0.0,29.99,1,South,Consumer,chocolates,Standard Class,2.9989999999999997
2081,0.2,26.424,9,East,Consumer,headset,Standard Class,9.5787
2082,0.0,79.36,4,Central,Home Office,television,Second Class,20.6336
2083,0.2,14.352,3,East,Consumer,television,Standard Class,0.897
2084,0.2,71.976,3,East,Consumer,chocolates,Standard Class,0.8997
2085,0.0,28.4,2,Central,Consumer,shorts,First Class,11.075999999999999
2086,0.0,149.97,3,Central,Consumer,chocolates,First Class,50.9898
2087,0.0,136.92,4,West,Corporate,shorts,First Class,41.076
2088,0.2,12.144,3,West,Corporate,headset,Second Class,4.0986
2089,0.0,74.52,9,South,Consumer,watch,Standard Class,35.0244
2090,0.1,90.882,1,East,Corporate,tshirts,Standard Class,15.147
2091,0.0,5.28,3,West,Corporate,television,Standard Class,1.5312
2092,0.0,283.92,4,East,Consumer,pants,Standard Class,82.3368
2093,0.0,5.68,2,East,Consumer,television,Standard Class,1.7608
2094,0.8,2.9339999999999997,3,Central,Consumer,headset,Standard Class,-4.9878
2095,0.2,18.528,2,Central,Consumer,chocolates,Standard Class,4.4004
2096,0.2,670.752,3,Central,Consumer,laptop,Standard Class,-125.766
2097,0.0,146.73,3,South,Corporate,laptop,First Class,2.9346
2098,0.0,29.9,5,South,Corporate,phone,First Class,13.455
2099,0.0,1268.82,9,East,Consumer,tshirts,Standard Class,266.4522
2100,0.0,12.96,2,South,Corporate,phone,Standard Class,6.3504
2101,0.7,2.286,2,East,Consumer,headset,Standard Class,-1.6764
2102,0.0,311.15,5,South,Corporate,watch,Standard Class,146.2405
2103,0.4,323.982,3,East,Consumer,colddrinks,Standard Class,-80.9955
2104,0.7,14.952,2,East,Consumer,headset,Standard Class,-11.9616
2105,0.2,77.24,5,East,Corporate,laptop,Second Class,7.724
2106,0.2,203.92,5,West,Consumer,tshirts,Standard Class,22.941
2107,0.6,40.784,2,Central,Corporate,shorts,Second Class,-30.588
2108,0.2,479.952,6,Central,Consumer,chocolates,Second Class,89.991
2109,0.2,20.8,2,Central,Corporate,chocolates,Second Class,6.5
2110,0.0,5.76,2,Central,Consumer,television,First Class,1.7280000000000002
2111,0.0,5.81,1,Central,Consumer,lighting,First Class,1.8011
2112,0.0,9.54,2,Central,Consumer,phone,First Class,4.293
2113,0.4,107.98200000000001,3,East,Consumer,colddrinks,Standard Class,-26.9955
2114,0.2,40.096,4,Central,Corporate,tablet,Second Class,13.5324
2115,0.0,199.98,2,East,Corporate,colddrinks,First Class,53.9946
2116,0.2,295.45599999999996,14,South,Consumer,phone,Standard Class,96.0232
2117,0.0,83.92,4,East,Corporate,laptop,First Class,20.1408
2118,0.2,962.08,4,South,Consumer,battery,Standard Class,156.338
2119,0.7,12.843,3,South,Consumer,headset,Standard Class,-9.8463
2120,0.2,18.392,1,Central,Consumer,chocolates,Standard Class,5.2877
2121,0.0,19.56,4,South,Corporate,television,Standard Class,5.4768
2122,0.8,14.112,9,Central,Consumer,headset,Standard Class,-21.168000000000003
2123,0.2,15.984000000000002,2,West,Consumer,colddrinks,First Class,1.1988
2124,0.0,105.52,4,West,Corporate,phone,Standard Class,48.5392
2125,0.0,91.96,2,West,Corporate,shorts,Standard Class,15.6332
2126,0.2,1487.976,3,West,Corporate,colddrinks,Standard Class,185.997
2127,0.2,1087.9360000000001,8,East,Corporate,headset,First Class,353.5792
2128,0.2,129.56799999999998,2,Central,Consumer,laptop,Standard Class,-25.9136
2129,0.0,23.99,1,East,Corporate,watch,First Class,11.995
2130,0.2,17.567999999999998,2,West,Consumer,headset,Standard Class,6.3684
2131,0.2,29.304000000000002,3,West,Consumer,laptop,Second Class,2.5641
2132,0.0,209.7,2,West,Corporate,phone,First Class,100.656
2133,0.2,447.944,7,South,Consumer,chocolates,Same Day,89.5888
2134,0.0,14.62,2,West,Consumer,tablet,Standard Class,6.8714
2135,0.0,33.36,4,West,Consumer,charger,Standard Class,8.6736
2136,0.0,40.14,6,West,Consumer,phone,Standard Class,19.6686
2137,0.2,14.495999999999999,3,South,Consumer,phone,Standard Class,4.8924
2138,0.2,49.848,3,East,Corporate,headset,First Class,16.8237
2139,0.0,11.96,2,West,Corporate,phone,Standard Class,5.8604
2140,0.2,65.584,2,Central,Home Office,phone,First Class,23.7742
2141,0.32,383.4656,4,Central,Home Office,pants,First Class,-67.6704
2142,0.0,51.84,8,Central,Corporate,phone,First Class,24.8832
2143,0.8,2.512,2,Central,Consumer,headset,Standard Class,-4.396
2144,0.6,22.38,3,Central,Corporate,shorts,Standard Class,-7.832999999999999
2145,0.2,18.864,9,Central,Consumer,lighting,Standard Class,6.1308
2146,0.0,10.9,5,West,Consumer,lighting,First Class,3.597
2147,0.2,150.408,9,South,Consumer,laptop,Same Day,-33.8418
2148,0.0,83.7,5,West,Consumer,laptop,Standard Class,3.3480000000000003
2149,0.0,31.56,4,South,Consumer,lighting,First Class,14.202
2150,0.2,1166.92,5,South,Home Office,tshirts,Second Class,131.2785
2151,0.0,73.28,4,West,Consumer,battery,Standard Class,21.2512
2152,0.0,212.64,6,West,Consumer,phone,Second Class,99.9408
2153,0.0,9.87,3,West,Consumer,phone,Second Class,4.5402
2154,0.0,53.25,3,West,Consumer,chocolates,Second Class,20.7675
2155,0.0,19.92,3,West,Consumer,shorts,Second Class,9.5616
2156,0.0,22.92,3,East,Consumer,watch,Second Class,11.2308
2157,0.0,5.56,2,South,Consumer,television,Second Class,1.4456
2158,0.2,23.52,5,Central,Corporate,phone,Standard Class,8.526
2159,0.2,180.96,5,Central,Corporate,colddrinks,Standard Class,13.572000000000001
2160,0.3,366.744,4,Central,Home Office,tshirts,Standard Class,-110.0232
2161,0.2,79.96,5,South,Corporate,colddrinks,Standard Class,27.986
2162,0.2,98.376,3,Central,Corporate,phone,Standard Class,35.6613
2163,0.0,3149.93,7,West,Corporate,fastfood,First Class,1480.4671
2164,0.0,17.64,4,East,Consumer,phone,Standard Class,8.1144
2165,0.3,107.772,2,Central,Consumer,tshirts,Standard Class,-29.2524
2166,0.2,5.232,1,East,Consumer,phone,Standard Class,1.7004
2167,0.0,33.4,5,West,Consumer,phone,Standard Class,16.032
2168,0.0,27.92,4,South,Consumer,laptop,First Class,0.5584
2169,0.0,33.36,4,West,Corporate,phone,Standard Class,16.68
2170,0.0,192.72,11,West,Corporate,phone,First Class,92.5056
2171,0.0,239.97,3,West,Corporate,chocolates,First Class,86.3892
2172,0.3,359.05800000000005,3,Central,Home Office,pants,First Class,-35.9058
2173,0.2,6.992000000000001,2,South,Corporate,battery,Standard Class,0.5244
2174,0.2,15.552,3,East,Consumer,phone,Standard Class,5.4432
2175,0.0,46.9,5,West,Corporate,shorts,Second Class,13.132
2176,0.2,40.032,6,East,Consumer,phone,Second Class,12.51
2177,0.2,16.776,3,East,Consumer,chocolates,Second Class,5.0328
2178,0.0,3393.68,8,West,Corporate,hoodies,Standard Class,610.8624
2179,0.0,1085.42,7,East,Corporate,laptop,Second Class,282.2092
